2020-12-21 13:03:38,158 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-12-21 13:03:39,480 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-12-21 13:03:39,487 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-12-21 13:03:39,490 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-12-21 13:03:41,354 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-12-21 13:03:41,356 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-12-21 13:03:47,542 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-12-21 13:16:51,030 INFO  SwAddin.cs: 271 - Assembly export called for file ROS BOT v8
2020-12-21 13:16:51,064 INFO  SwAddin.cs: 276 - Save is required
2020-12-21 13:16:51,066 INFO  SwAddin.cs: 290 - Saving assembly
2020-12-21 13:16:51,068 INFO  SwAddin.cs: 293 - Opening property manager
2020-12-21 13:16:51,394 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ROS BOT v8
2020-12-21 13:16:51,658 INFO  ExportHelperExtension.cs: 1142 - Found 20 in ROS BOT v8
2020-12-21 13:16:51,659 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ROS BOT v8
2020-12-21 13:16:51,660 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-12-21 13:16:51,691 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2020-12-21 13:16:51,694 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Complete Assembly-1
2020-12-21 13:16:51,695 INFO  ExportHelperExtension.cs: 1142 - Found 23 in Complete Assembly-1
2020-12-21 13:16:51,696 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Complete Assembly-1
2020-12-21 13:16:51,696 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ROS BOT v8
2020-12-21 13:16:51,699 INFO  ExportHelperExtension.cs: 1142 - Found 20 in ROS BOT v8
2020-12-21 13:16:51,701 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in ROS BOT v8
2020-12-21 13:16:51,702 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-12-21 13:16:51,703 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2020-12-21 13:16:51,703 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Complete Assembly-1
2020-12-21 13:16:51,704 INFO  ExportHelperExtension.cs: 1142 - Found 23 in Complete Assembly-1
2020-12-21 13:16:51,705 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Complete Assembly-1
2020-12-21 13:16:52,873 INFO  SwAddin.cs: 316 - Loading config tree
2020-12-21 13:16:52,886 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-12-21 13:16:52,896 INFO  SwAddin.cs: 321 - Showing property manager
2020-12-21 13:17:21,537 INFO  ExportPropertyManager.cs: 450 - Configuration canceled
2020-12-21 13:17:21,700 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-12-21 13:21:02,815 INFO  SwAddin.cs: 271 - Assembly export called for file ROS BOT v8
2020-12-21 13:21:02,817 INFO  SwAddin.cs: 276 - Save is required
2020-12-21 13:21:02,818 INFO  SwAddin.cs: 290 - Saving assembly
2020-12-21 13:21:02,820 INFO  SwAddin.cs: 293 - Opening property manager
